-57.838485,-13.785907
-57.637500,-18.996670
-57.393578,-9.563392
-56.677323,-13.453981
-56.622868,-18.988681
-56.540763,-22.101536
-56.431736,-20.395530
-56.062951,-15.559295
-55.784006,-20.475420
-55.722863,-12.555107
-55.329357,-23.002530
-55.177531,-21.609036
-55.135649,-15.531431
-55.024227,-23.966893
-54.911355,-22.193920
-54.897834,-9.952594
-54.760470,-17.635277
-54.736116,-18.512146
-54.605634,-22.857210
-54.580151,-16.462419
-54.553088,-19.420320
-54.181858,-23.449501
-53.822895,-22.300421
-53.224449,-17.339359
-52.875830,-20.444440
-52.602620,-18.802187
-52.471294,-21.750123
-52.245172,-15.902658
-51.817567,-16.966841
-51.720732,-19.122471
-51.717467,-17.923622
-51.181769,-19.695517
-51.148801,-16.423059
-50.964869,-17.785303
-50.425450,-16.962536
-50.141433,-15.939729
-49.539977,-14.979792
-49.220222,-16.642841
-49.101698,-17.745066
-48.990107,-15.220199
-48.618171,-16.679786
-48.485756,-14.469358
-48.137377,-15.935139
-47.966962,-16.260542
-47.927614,-18.154779
-47.925756,-15.789343
-47.612966,-16.784896
-47.523258,-14.133074
-46.890326,-13.253521
-59.762385,-13.708046
-59.346215,-15.234582
-58.774785,-11.375126
-58.231401,-12.521901
-58.127092,-15.124811
-57.693047,-16.074740
-57.225845,-15.324728
-57.092201,-13.038642
-56.179221,-10.077262
-55.565993,-11.982245
-54.752144,-13.411105
-54.501690,-17.175051
-54.036055,-14.421492
-53.766089,-16.341587
-53.289474,-17.841011
-53.257366,-13.184857
-51.571456,-10.639518
-50.727856,-11.619023
-45.829745,-12.152394
-45.027049,-12.124715
-44.524965,-11.002768
-43.651203,-10.722925
-43.405365,-13.251094
-43.138998,-11.084858
-42.749647,-14.208124
-42.077214,-9.625693
-41.864504,-11.328998
-41.672281,-14.181886
-41.388808,-12.557854
-40.801330,-14.886428
-40.464979,-11.205136
-40.299714,-12.524062
-40.148244,-10.443072
-40.119752,-13.527828
-39.616881,-13.009468
-39.495631,-9.833617
-39.258617,-17.739413
-39.182389,-16.388977
-39.091270,-15.280215
-39.089580,-12.675422
-38.972220,-13.906940
-38.703288,-17.963016
-38.505760,-13.005515
-38.226771,-9.378106
-37.683889,-12.035833
