-41.106861,-20.104194
-41.488852,-20.750412
-40.741818,-20.636526
-40.068680,-19.356923
-40.390572,-18.695265
-41.039395,-21.100805
-40.579572,-19.988388
-39.864051,-18.676198
-40.306069,-20.271094
-41.457787,-15.751536
-41.090801,-19.532768
-40.687756,-16.166773
-46.949617,-19.605696
-43.767703,-21.228373
-43.958651,-19.980034
-43.969397,-19.883945
-46.435536,-15.524262
-46.382996,-21.918066
-46.043365,-22.861604
-49.518133,-19.539210
-42.389256,-17.705504
-42.137146,-19.735757
-45.617431,-15.300159
-48.151574,-19.985860
-43.261029,-21.546728
-44.453785,-18.747711
-43.648269,-18.231052
-45.593932,-19.481935
-42.808473,-14.912284
-44.416883,-19.885398
-45.453825,-20.454930
-41.977007,-18.830354
-42.942921,-18.786842
-47.199251,-17.561349
-44.011249,-20.031457
-41.485588,-16.575667
-49.525072,-18.952907
-44.366313,-15.448089
-46.119394,-17.784770
-43.364329,-21.769965
-42.182817,-20.263378
-40.986505,-18.780620
-45.373049,-22.314567
-44.404123,-14.408228
-43.843763,-16.686316
-42.375904,-21.104867
-43.756220,-20.556592
-44.961909,-22.395799
-46.633916,-20.745237
-46.985935,-18.996684
-44.835600,-17.258064
-45.008187,-19.239555
-44.016036,-15.085958
-42.435750,-15.723139
-47.434102,-19.875271
-42.310266,-16.160327
-44.250928,-21.106502
-45.123801,-16.362747
-47.114259,-20.909892
-40.249933,-17.798799
-44.173380,-19.455288
-41.515423,-17.892840
-42.622413,-19.573824
-45.459836,-18.200855
-48.255657,-18.917072
-46.881935,-16.554101
-45.404300,-21.566513
-42.864013,-20.762607
-42.021450,-22.975468
-41.958327,-21.587729
-41.051871,-22.041647
-41.051871,-22.041647
-43.282233,-22.589806
-41.812053,-22.376318
-42.676932,-22.334839
-44.726863,-23.223540
-43.291505,-22.464889
-44.444786,-22.450924
-56.677323,-13.453981
-43.190436,-22.988286
-43.402897,-22.939883
-43.411410,-22.861322
-43.595685,-23.050334
-38.311583,-6.835777
-42.609219,-22.871321
-43.684843,-22.757868
-42.415775,-22.645911
-42.987146,-22.448922
-43.208574,-22.098391
-43.695656,-22.358094
-48.840426,-21.132937
-48.940997,-23.101749
-48.557573,-22.471205
-48.416379,-24.962819
-48.544997,-20.559175
-46.869450,-23.523890
-49.028877,-22.358052
-45.603836,-22.750231
-47.075280,-21.780560
-47.382549,-20.584475
-48.799717,-21.855567
-47.545896,-24.671654
-48.885818,-23.981918
-46.805292,-22.415062
-47.775220,-20.359760
-50.595134,-20.165025
-49.920388,-21.085675
-49.734854,-21.666045
-49.894546,-22.949000
-47.623317,-22.703132
-48.114007,-21.338432
-51.408637,-22.119867
-50.974710,-22.372832
-47.883927,-21.980353
-45.417055,-23.228362
-48.164817,-23.852022
-46.620088,-23.496294
-47.585552,-23.426035
-45.520841,-23.041668
-50.930158,-21.319138
-49.966031,-20.403221
