94,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CORURIPE/AL,74.00,10°07'S,36°17'W,-10.128482,-36.286348,124,,82.00,A355
90,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE MACEIÓ/AL,64.50,09°33'S,35°46'W,-9.551168,-35.770195,147,,84.00,A303
98,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE AREMBEPE/BA,10.78,12°45'S,38°09'W,0.000000,0.000000,350,,0.00,ZZZ1
170,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE ESTREITO/MA,180.00,06°39'S,47°25'W,-6.653272,-47.418241,1197,,183.00,A224
173,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE BURITICUPÚ/MA,175.00,04°19'S,46°26'W,-4.320597,-46.449503,1169,,175.00,A238
162,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE GRAJAÚ/MA,230.00,05°48'S,46°09'W,-5.816085,-46.162200,1212,,232.00,A207
159,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE BALSAS/MA,254.00,07°27'S,46°01'W,-7.455609,-46.027546,1152,,271.00,A204
165,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE TURIAÇU/MA,41.00,01°39'S,45°22'W,-1.661224,-45.372571,1336,,36.00,A219
167,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE BARRA DO CORDA/MA,153.00,05°30'S,45°14'W,-5.506782,-45.237053,1154,,154.00,A221
141,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE FORMOSO DO RIO PRETO/BA,488.00,11°05'S,45°20'W,-11.052164,-45.200769,415,,488.00,A452
168,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE COLINAS/MA,179.00,06°02'S,44°14'W,-6.033167,-44.233402,1189,,175.00,A222
158,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SÃO LUIZ/MA,56.00,02°31'S,44°12'W,-2.526771,-44.213577,4410,,55.00,A203
163,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SANTANA/MA,8.00,02°16'S,43°37'W,-2.270811,-43.624043,1296,,10.00,A217
161,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CHAPADINHA/MA,91.00,03°44'S,43°21'W,-3.742674,-43.352084,1185,,104.00,A206
195,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE FLORIANO/PI,123.27,06°46'S,43°01'W,-6.761438,-43.003396,3449,,126.00,A311
196,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE TERESINA/PI,74.36,05°04'S,42°48'W,-5.034769,-42.801341,3581,,75.00,A312
164,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE PREGUIÇAS/MA,0.10,02°35'S,42°42'W,-2.592341,-42.707553,1155,,5.00,A218
139,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE PILÃO ARCADO/BA,400.00,10°00'S,42°47'W,-10.002261,-42.473641,579,,400.00,A449
194,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE PARNAÍBA/PI,79.50,03°05'S,41°47'W,-3.086656,-41.783139,3517,,52.00,A308
133,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE DELFINO/BA,637.00,10°27'S,41°12'W,-10.454920,-41.206996,680,,646.00,A443
153,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CRATEUS/CE,291.00,05°11'S,40°40'W,-5.186636,-40.672128,747,,298.00,A342
154,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CAMPOS SALES/CE,572.00,07°04'S,40°21'W,-7.077730,-40.362678,730,,578.00,A347
145,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SOBRAL/CE,109.62,03°43'S,40°20'W,-3.748177,-40.345720,864,,92.00,A306
149,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE TAUÁ/CE,415.00,06°01'S,40°16'W,-6.017474,-40.281321,869,,411.00,A324
193,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE OURICURI/PE,464.00,07°53'S,40°06'W,-7.885833,-40.102683,3296,,458.00,A366
157,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE ACARAÚ/CE,76.00,03°07'S,40°05'W,-3.121067,-40.087288,700,,67.00,A360
138,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CURACA/BA,370.00,09°00'S,39°91'W,-9.001300,-39.912400,397,,370.00,A448
135,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE IPIAU/BA,125.00,14°10'S,39°41'W,-14.171304,-39.692502,447,,132.00,A445
143,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE ITAMARAJU/BA,110.00,17°43'S,39°55'W,-17.436667,-39.550861,466,,110.00,A455
187,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CABROBÓ/PE,341.46,08°29'S,39°18'W,-8.504000,-39.315280,3213,,343.00,A329
150,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE QUIXERAMOBIM/CE,79.50,05°10'S,39°17'W,-5.174568,-39.289393,848,,221.00,A325
147,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE BARBALHA/CE,409.00,07°18'S,39°16'W,-7.300925,-39.271107,720,,409.00,A315
137,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE BELMONTE/BA,88.00,16°05'S,39°12'W,-16.088049,-39.215389,322,,90.00,A447
134,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE VALENÇA/BA,105.00,13°20'S,39°07'W,-13.343610,-39.126670,685,,93.00,A444
131,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SERRINHA/BA,339.00,11°39'S,39°01'W,-11.664586,-39.022946,655,,338.00,A441
132,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE EUCLIDES DA CUNHA/BA,432.00,10°32'S,38°59'W,-10.537233,-38.996605,407,,432.00,A442
155,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE JAGUARIBE/CE,184.00,05°54'S,38°37'W,-5.905589,-38.627792,791,,149.00,A358
191,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE FLORESTA/PE,329.00,08°36'S,38°35'W,-8.598785,-38.584062,3245,,327.00,A351
144,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE FORTALEZA/CE,41.00,03°46'S,38°33'W,-3.815701,-38.537792,756,,30.00,A305
140,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE JEREMOABO/BA,261.00,10°08'S,38°34'W,-10.080700,-38.345900,494,,261.00,A450
178,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SÃO GONÇALO/PB,233.06,06°45'S,38°13'W,-6.835777,-38.311583,3662,,237.00,A333
190,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SERRA TALHADA/PE,461.00,07°57'S,38°17'W,-7.954277,-38.295082,3340,,499.00,A350
152,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE JAGUARUANA/CE,12.00,04°47'S,37°46'W,-4.853511,-37.777189,792,,17.00,A339
177,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE PATOS/PB,249.00,07°04'S,37°16'W,-7.079836,-37.272817,2694,,264.00,A321
179,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE MONTEIRO/PB,603.66,07°53'S,37°06'W,-7.894465,-37.124704,2682,,606.00,A334
184,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE ARCO VERDE/PE,680.70,08°26'S,37°03'W,-8.433544,-37.055477,3195,,684.00,A309
185,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE GARANHUNS/PE,822.76,08°54'S,36°29'W,-8.910950,-36.493381,3248,,828.00,A322
188,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CARUARU/PE,550.00,08°17'S,35°57'W,-8.236069,-35.985550,3226,,570.00,A341
175,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CAMPINA GRANDE/PB,547.56,07°13'S,35°53'W,-7.225574,-35.904831,2609,,546.00,A313
186,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SURUBIM/PE,418.32,07°50'S,35°45'W,-7.839628,-35.801056,3345,,421.00,A328
174,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE AREIA/PB,574.62,06°58'S,35°41'W,-6.975451,-35.718128,2573,,573.00,A310
181,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CAMARATUBA/PB,136.00,06°36'S,35°08'W,-6.561813,-35.135316,2675,,136.00,A352
182,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE RECIFE/PE,10.00,08°03'S,34°57'W,-8.059280,-34.959239,3314,,11.00,A301
176,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE JOÃO PESSOA/PB,44.00,07°08'S,34°51'W,-7.165409,-34.815627,2654,,34.00,A320
228,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE PORTO WALTER/AC,204.00,08°16'S,72°44'W,-8.267197,-72.747838,93,,205.00,A136
227,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CRUZEIRO DO SUL/AC,220.00,07°36'S,72°40'W,-7.610773,-72.681333,84,,220.00,A108
230,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE FEIJO/AC,163.00,08°08'S,70°20'W,-8.142654,-70.343594,86,,157.00,A138
233,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE EIRUNEPÉ/AM,143.00,06°39'S,69°52'W,-6.650301,-69.868610,240,,122.00,A109
231,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE EPITACIOLANDIA/AC,217.00,11°01'S,68°44'W,-11.023752,-68.735180,85,,225.00,A140
226,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE RIO BRANCO/AC,220.00,09°57'S,68°09'W,-9.957844,-68.165169,94,,224.00,A104
249,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE S. G. DA CACHOEIRA/AM,90.00,00°07'S,67°03'W,-0.125207,-67.061246,270,,80.00,A134
235,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE LABREA/AM,64.00,07°15'S,64°47'W,-7.260681,-64.788501,253,,62.00,A111
238,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE COARI/AM,43.00,04°05'S,63°08'W,-4.097483,-63.145322,238,,34.00,A117
236,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE HUMAITA/AM,72.00,07°38'S,63°04'W,-7.552520,-63.071343,244,,54.00,A112
248,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE MANICORÉ/AM,71.00,05°48'S,61°07'W,-5.788533,-61.288276,257,,41.00,A133
239,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE MANACAPURU/AM,19.00,03°17'S,60°37'W,-3.294638,-60.628402,254,,37.00,A119
246,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE PRES. FIGUEIREDO/AM,92.00,02°03'S,60°01'W,-2.056558,-60.025756,266,,61.00,A126
232,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE MANAUS/AM,67.00,03°07'S,59°57'W,-3.103682,-60.015461,256,,49.00,A101
245,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE RIO URUBU/AM,59.00,02°25'S,59°33'W,-2.633654,-59.600582,267,,113.00,A125
240,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE AUTAZES/AM,28.00,03°34'S,59°07'W,-3.583333,-59.129440,225,,20.00,A120
241,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE ITACOATIARA/AM,37.00,03°07'S,58°28'W,-3.133333,-58.482780,247,,42.00,A121
242,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE MAUÉS/AM,35.00,03°23'S,57°40'W,-3.399010,-57.673772,259,,25.00,A122
243,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE PARINTINS/AM,35.00,02°38'S,56°45'W,-2.639152,-56.756177,264,,19.00,A123
258,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE PLACAS/PA,96.00,03°52'S,54°14'W,-3.864040,-54.216416,2509,,100.00,A211
