id-ditc,nome-slug,nome-antes,nome,cod,lat,lon,alt,id,name-original,elevação,lat_dms,lon_dms,Igualdade,FuzzySet
146,caxias,Caxias-A237,Caxias,A237,-4.821352,-43.343659,85 ,172,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CAXIAS/MA,76.00,04°49'S,43°20'W,IGUAL,1
147,chapadinha,Chapadinha-A206,Chapadinha,A206,-3.742674,-43.352084,104 ,161,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CHAPADINHA/MA,91.00,03°44'S,43°21'W,IGUAL,1
148,colinas,Colinas-A222,Colinas,A222,-6.033167,-44.233402,175 ,168,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE COLINAS/MA,179.00,06°02'S,44°14'W,IGUAL,1
149,estreito,Estreito-A224,Estreito,A224,-6.653272,-47.418241,183 ,170,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE ESTREITO/MA,180.00,06°39'S,47°25'W,IGUAL,1
152,grajau,Grajaú-A207,Grajaú,A207,-5.816085,-46.162200,232 ,162,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE GRAJAÚ/MA,230.00,05°48'S,46°09'W,IGUAL,1
153,imperatriz,Imperatriz-A225,Imperatriz,A225,-5.555723,-47.459794,118 ,171,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE IMPERATRIZ/MA,126.00,05°33'S,47°27'W,IGUAL,1
155,turiacu,Turiaçu-A219,Turiaçu,A219,-1.661224,-45.372571,36 ,165,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE TURIAÇU/MA,41.00,01°39'S,45°22'W,IGUAL,1
156,aguas-vermelhas,Águas Vermelhas-A549,Águas Vermelhas,A549,-15.751536,-41.457787,754 ,357,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE ÁGUAS VERMELHAS/MG,740.00,15°41'S,41°26'W,IGUAL,1
157,aimores,Aimorés-A534,Aimorés,A534,-19.532768,-41.090801,288 ,342,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE AIMORES/MG,83.74,19°28'S,41°03'W,IGUAL,1
158,almenara,Almenara-A508,Almenara,A508,-16.166773,-40.687756,189 ,316,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE ALMENARA/MG,208.00,16°16'S,40°40'W,IGUAL,1
160,araxa,Araxá-A505,Araxá,A505,-19.605696,-46.949617,1.018 ,313,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE ARAXÁ/MG,1020.00,19°36'S,46°56'W,IGUAL,1
162,barbacena,Barbacena-A502,Barbacena,A502,-21.228373,-43.767703,1.169 ,312,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE BARBACENA/MG,1155.00,21°13'S,43°46'W,IGUAL,1
165,buritis,Buritis-A544,Buritis,A544,-15.524262,-46.435536,894 ,352,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE BURITIS/MG,894.00,15°31'S,46°26'W,IGUAL,1
166,caldas,Caldas-A530,Caldas,A530,-21.918066,-46.382996,1.077 ,338,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CALDAS/MG,1150.00,21°55'S,46°22'W,IGUAL,1
167,campina-verde,Campina Verde-A519,Campina Verde,A519,-19.539210,-49.518133,559 ,327,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CAMPINA VERDE/MG,555.20,19°32'S,49°32'W,IGUAL,1
168,capelinha,Capelinha-A541,Capelinha,A541,-17.705504,-42.389256,932 ,349,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CAPELINHA/MG,932.00,17°42'S,42°23'W,IGUAL,1
169,caratinga,Caratinga-A554,Caratinga,A554,-19.735757,-42.137146,609 ,362,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CARATINGA/MG,615.00,19°44'S,42°08'W,IGUAL,1
170,chapada-gaucha,Chapada Gaúcha-A548,Chapada Gaúcha,A548,-15.300159,-45.617431,873 ,356,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CHAPADA GAÚCHA/MG,880.00,15°18'S,45°37'W,IGUAL,1
172,coronel-pacheco,Coronel Pacheco-A557,Coronel Pacheco,A557,-21.546728,-43.261029,411 ,365,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CORONEL PACHECO/MG,431.00,21°54'S,43°26'W,IGUAL,1
173,curvelo,Curvelo-A538,Curvelo,A538,-18.747711,-44.453785,669 ,346,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CURVELO/MG,670.00,18°44'S,44°27'W,IGUAL,1
174,diamantina,Diamantina-A537,Diamantina,A537,-18.231052,-43.648269,1.359 ,345,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE DIAMANTINA/MG,1356.00,18°13'S,43°38'W,IGUAL,1
176,dores-do-indaia,Dores do Indaiá-A536,Dores do Indaiá,A536,-19.481935,-45.593932,721 ,344,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE DORES DO INDAIÁ/MG,722.00,19°28'S,45°35'W,IGUAL,1
177,espinosa,Espinosa-A543,Espinosa,A543,-14.912284,-42.808473,565 ,351,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE ESPINOSA/MG,570.00,14°54'S,42°50'W,IGUAL,1
178,florestal,Florestal-A535,Florestal,A535,-19.885398,-44.416883,754 ,343,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE FLORESTAL/MG,742.00,19°53'S,44°25'W,IGUAL,1
179,formiga,Formiga-A524,Formiga,A524,-20.454930,-45.453825,878 ,332,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE FORMIGA/MG,873.00,20°27'S,45°27'W,IGUAL,1
180,governador-valadares,Governador Valadares-A532,Governador Valadares,A532,-18.830354,-41.977007,198 ,340,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE GOVERNADOR VALADARES/MG,263.00,18°47'S,41°59'W,IGUAL,1
181,guanhaes,Guanhães-A533,Guanhães,A533,-18.786842,-42.942921,853 ,341,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE GUANHÃES/MG,860.00,18°47'S,42°56'W,IGUAL,1
183,ibirite-rola-moca,Ibirité (Rola Moça)-A555,Ibirité (Rola Moça),A555,-20.031457,-44.011249,1.199 ,363,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE IBIRITÈ (ROLA MOÇA)/MG,1208.00,20°01'S,44°04'W,IGUAL,1
184,itaobim,Itaobim-A550,Itaobim,A550,-16.575667,-41.485588,272 ,358,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE ITAOBIM/MG,266.00,16°33'S,41°30'W,IGUAL,1
185,ituiutaba,Ituiutaba-A512,Ituiutaba,A512,-18.952907,-49.525072,540 ,320,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE ITUIUTABA/MG,560.00,18°57'S,49°30'W,IGUAL,1
187,januaria,Januária-A559,Januária,A559,-15.44808917,-44.36631333,468 ,366,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE JANUARIA/MG,480.00,15°44'S,44°36'W,IGUAL,1
188,joao-pinheiro,João Pinheiro-A553,João Pinheiro,A553,-17.784770,-46.119394,877 ,361,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE JOÃO PINHEIRO/MG,870.00,17°19'S,45°49'W,IGUAL,1
189,juiz-de-fora,Juiz de Fora-A518,Juiz de Fora,A518,-21.769965,-43.364329,937 ,326,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE JUÍZ DE FORA/MG,950.00,21°46'S,43°21'W,IGUAL,1
191,manhuacu,Manhuaçu-A556,Manhuaçu,A556,-20.263378,-42.182817,819 ,364,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE MANHUAÇU/MG,836.00,20°15'S,40°10'W,IGUAL,1
192,mantena,Mantena-A540,Mantena,A540,-18.780620,-40.986505,255 ,348,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE MANTENA/MG,213.50,18°48'S,40°56'W,IGUAL,1
193,maria-da-fe,Maria da Fé-A531,Maria da Fé,A531,-22.314567,-45.373049,1.281 ,339,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE MARIA DA FÉ/MG,1276.00,22°18'S,45°22'W,IGUAL,1
194,mocambinho,Mocambinho-A539,Mocambinho,A539,-15.085958,-44.016036,454 ,347,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE MOCAMBINHO/MG,460.00,15°05'S,44°00'W,IGUAL,1
195,montalvania,Montalvânia-A526,Montalvânia,A526,-14.408228,-44.404123,520 ,334,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE MONTALVANIA/MG,512.00,14°24'S,44°21'W,IGUAL,1
196,montes-claros,Montes Claros-A506,Montes Claros,A506,-16.686316,-43.843763,646 ,314,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE MONTES CLAROS/MG,646.29,16°43'S,43°52'W,IGUAL,1
197,monte-verde,Monte Verde-A509,Monte Verde,A509,-22.861604,-46.043365,1.545 ,317,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE MONTE VERDE/MG,1500.00,22°51'S,46°02'W,IGUAL,1
198,muriae,Muriaé-A517,Muriaé,A517,-21.104867,-42.375904,283 ,325,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE MURIAÉ/MG,297.00,21°06'S,42°23'W,IGUAL,1
199,ouro-branco,Ouro Branco-A513,Ouro Branco,A513,-20.556592,-43.756220,1.048 ,321,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE OURO BRANCO/MG,1061.00,20°31'S,43°41'W,IGUAL,1
200,passa-quatro,Passa Quatro-A529,Passa Quatro,A529,-22.395799,-44.961909,1.017 ,337,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE PASSA QUATRO/MG,1040.00,22°23'S,44°57'W,IGUAL,1
201,passos,Passos-A516,Passos,A516,-20.745237,-46.633916,782 ,324,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE PASSOS/MG,784.00,20°44'S,46°38'W,IGUAL,1
204,pirapora,Pirapora-A545,Pirapora,A545,-17.258064,-44.835600,505 ,353,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE PIRAPORA/MG,503.00,17°20'S,44°56'W,IGUAL,1
205,pompeu,Pompéu-A560,Pompéu,A560,-19.239555,-45.008187,705 ,367,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE POMPEU/MG,705.00,19°24'S,45°00'W,IGUAL,1
206,rio-pardo-de-minas,Rio Pardo de Minas-A551,Rio Pardo de Minas,A551,-15.723139,-42.43575,850 ,359,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE RIO PARDO DE MINAS/MG,950.00,15°36'S,43°36'W,IGUAL,1
207,sacramento,Sacramento-A525,Sacramento,A525,-19.875271,-47.434102,913 ,333,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SACRAMENTO/MG,912.00,19°53'S,47°26'W,IGUAL,1
208,salinas,Salinas-A552,Salinas,A552,-16.160327,-42.310266,487 ,360,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SALINAS/MG,495.00,16°10'S,42°17'W,IGUAL,1
210,sao-romao,São Romão-A547,São Romão,A547,-16.362747,-45.123801,490 ,355,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SÃO ROMÃO/MG,460.00,16°22'S,45°04'W,IGUAL,1
211,sao-sebastiao-do-paraiso,São Sebastião do Paraíso-A561,São Sebastião do Paraíso,A561,-20.909892,-47.114259,845 ,368,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SÃO SEBASTIAO DO PARAÍSO/MG,845.00,20°91'S,47°11'W,IGUAL,1
212,serra-dos-aimores,Serra dos Aimorés-A522,Serra dos Aimorés,A522,-17.798799,-40.249933,212 ,330,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SERRA DOS AIMORES/MG,208.00,17°48'S,40°15'W,IGUAL,1
213,sete-lagoas,Sete Lagoas-A569,Sete Lagoas,A569,-19.455288,-44.173380,719 ,369,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SETE LAGOAS/MG,719.00,19°45'S,44°17'W,IGUAL,1
214,teofilo-otoni,Teófilo Otoni-A527,Teófilo Otoni,A527,-17.892840,-41.515423,467 ,335,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE TEÓFILO OTONI/MG,475.00,17°54'S,41°31'W,IGUAL,1
215,timoteo,Timóteo-A511,Timóteo,A511,-19.573824,-42.622413,493 ,319,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE TIMÓTEO/MG,333.00,19°34'S,42°38'W,IGUAL,1
216,tres-marias,Três Marias-A528,Três Marias,A528,-18.200855,-45.459836,931 ,336,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE TRÊS MARIAS/MG,921.00,18°12'S,45°28'W,IGUAL,1
218,uberlandia,Uberlândia-A507,Uberlândia,A507,-18.917072,-48.255657,875 ,315,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE UBERLÂNDIA/MG,869.00,18°55'S,48°15'W,IGUAL,1
219,unai,Unaí-A542,Unaí,A542,-16.554101,-46.881935,641 ,350,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE UNAI/MG,631.00,16°33'S,46°52'W,IGUAL,1
220,varginha,Varginha-A515,Varginha,A515,-21.566513,-45.404300,950 ,323,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE VARGINHA/MG,955.00,21°34'S,45°24'W,IGUAL,1
221,vicosa,Viçosa-A510,Viçosa,A510,-20.762607,-42.864013,698 ,318,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE VIÇOSA/MG,712.20,20°46'S,42°52'W,IGUAL,1
222,agua-clara,Água Clara-A756,Água Clara,A756,-20.44444,-52.87583,324 ,49,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE ÁGUA CLARA/MS,338.00,20°26'S,52°52'W,IGUAL,1
223,amambai,Amambaí-A750,Amambaí,A750,-23.002530,-55.329357,434 ,45,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE AMAMBAI/MS,431.00,23°00'S,55°19'W,IGUAL,1
224,aquidauana,Aquidauana-A719,Aquidauana,A719,-20.475420,-55.784006,151 ,33,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE AQUIDAUANA/MS,155.00,20°28'S,55°47'W,IGUAL,1
225,bataguassu,Bataguassu-A759,Bataguassu,A759,-21.750123,-52.471294,392 ,52,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE BATAGUASSU/MS,387.00,21°45'S,52°28'W,IGUAL,1
226,bela-vista,Bela Vista-A757,Bela Vista,A757,-22.101536,-56.540763,206 ,50,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE BELA VISTA/MS,208.00,22°06'S,56°32'W,IGUAL,1
228,cassilandia,Cassilândia-A742,Cassilândia,A742,-19.122471,-51.720732,495 ,42,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CASSILANDIA/MS,516.00,19°07'S,51°43'W,IGUAL,1
229,chapadao-do-sul,Chapadão do Sul-A730,Chapadão do Sul,A730,-18.802187,-52.602620,821 ,39,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CHAPADÃO DO SUL/MS,818.00,18°48'S,52°36'W,IGUAL,1
230,corumba,Corumbá-A724,Corumbá,A724,-18.99667,-57.6375,112 ,38,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CORUMBÁ/MS,126.00,18°59'S,57°38'W,IGUAL,1
231,costa-rica,Costa Rica-A760,Costa Rica,A760,-18.492665,-53.171261,727 ,53,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE COSTA RICA/MS,730.00,18°29'S,53°10'W,IGUAL,1
232,coxim,Coxim-A720,Coxim,A720,-18.512146,-54.736116,251 ,34,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE COXIM/MS,252.00,18°30'S,54°44'W,IGUAL,1
233,dourados,Dourados-A721,Dourados,A721,-22.193920,-54.911355,463 ,35,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE DOURADOS/MS,469.00,22°11'S,54°54'W,IGUAL,1
234,itaquirai,Itaquiraí-A752,Itaquiraí,A752,-23.449501,-54.181858,338 ,47,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE ITAQUIRAI/MS,336.00,23°26'S,54°10'W,IGUAL,1
235,ivinhema,Ivinhema-A709,Ivinhema,A709,-22.300421,-53.822895,377 ,30,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE IVINHEMA/MS,373.29,22°18'S,53°49'W,IGUAL,1
236,jardim,Jardim-A758,Jardim,A758,-21.478529,-56.137717,252 ,51,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE JARDIM/MS,249.00,21°28'S,56°08'W,IGUAL,1
237,juti,Juti-A749,Juti,A749,-22.857210,-54.605634,375 ,44,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE JUTI/MS,379.00,22°51'S,54°36'W,IGUAL,1
238,maracaju,Maracaju-A731,Maracaju,A731,-21.609036,-55.177531,389 ,40,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE MARACAJU/MS,401.00,21°36'S,55°10'W,IGUAL,1
239,miranda,Miranda-A722,Miranda,A722,-20.395530,-56.431736,132 ,36,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE MIRANDA/MS,140.00,20°23'S,56°25'W,IGUAL,1
240,nhumirim,Nhumirim-A717,Nhumirim,A717,-18.988681,-56.622868,102 ,32,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE NHUMIRIM/MS,104.00,18°58'S,56°39'W,IGUAL,1
241,paranaiba,Paranaíba-A710,Paranaíba,A710,-19.695517,-51.181769,408 ,31,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE PARANAIBA/MS,424.00,19°41'S,51°10'W,IGUAL,1
242,ponta-pora,Ponta Porã-A703,Ponta Porã,A703,-22.552448,-55.716317,668 ,28,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE PONTA PORÃ/MS,650.00,22°32'S,55°32'W,IGUAL,1
243,porto-murtinho,Porto Murtinho-A723,Porto Murtinho,A723,-21.705850,-57.886546,79 ,37,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE PORTO MURTINHO/MS,85.00,21°42'S,57°33'W,IGUAL,1
244,rio-brilhante,Rio Brilhante-A743,Rio Brilhante,A743,-21.774940,-54.528108,324 ,43,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE RIO BRILHANTE/MS,329.00,21°46'S,54°31'W,IGUAL,1
246,sete-quedas,Sete Quedas-A751,Sete Quedas,A751,-23.966893,-55.024227,398 ,46,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SETE QUEDAS/MS,402.00,23°58'S,55°01'W,IGUAL,1
247,sidrolandia,Sidrolândia-A754,Sidrolândia,A754,-20.981637,-54.971870,471 ,48,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SIDROLANDIA/MS,464.00,20°58'S,54°58'W,IGUAL,1
248,sonora,Sonora-A761,Sonora,A761,-17.635277,-54.760470,495 ,54,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SONORA/MS,495.00,17°38'S,54°45'W,IGUAL,1
249,tres-lagoas,Três Lagoas-A704,Três Lagoas,A704,-20.7900,-51.7122,329 ,29,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE TRES LAGOAS/MS,313.00,20°46'S,51°42'W,IGUAL,1
250,agua-boa,Água Boa-A908,Água Boa,A908,-14.016496,-52.211690,440 ,62,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE ÁGUA BOA/MT,432.00,14°00'S,52°12'W,IGUAL,1
251,alta-floresta,Alta Floresta-A924,Alta Floresta,A924,-10.077262,-56.179221,292 ,76,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE ALTA FLORESTA/MT,289.00,09°50'S,56°06'W,IGUAL,1
252,alto-araguaia,Alto Araguaia-A909,Alto Araguaia,A909,-17.339359,-53.224449,753 ,63,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE ALTO ARAGUAIA/MT,753.00,17°33'S,53°22'W,IGUAL,1
253,alto-taquari,Alto Taquari-A934,Alto Taquari,A934,-17.841011,-53.289474,862 ,85,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE ALTO TAQUARI/MT,875.00,17°48'S,53°17'W,IGUAL,1
254,apiacas,Apiacás-A910,Apiacás,A910,-9.563392,-57.393578,218 ,64,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE APIACAS/MT,220.00,09°33'S,57°23'W,IGUAL,1
255,caceres,Cáceres-A941,Cáceres,A941,-16.074740,-57.693047,124 ,89,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CACERES/MT,116.00,16°02'S,57°41'W,IGUAL,1
257,campo-verde,Campo Verde-A912,Campo Verde,A912,-15.531431,-55.135649,748 ,65,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CAMPO VERDE/MT,749.00,15°31'S,55°08'W,IGUAL,1
258,carlinda,Carlinda-A926,Carlinda,A926,-9.970586,-55.827543,294 ,77,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CARLINDA/MT,2900.00,10°00'S,55°47'W,IGUAL,1
259,comodoro,Comodoro-A913,Comodoro,A913,-13.708046,-59.762385,577 ,66,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE COMODORO/MT,591.00,13°42'S,59°45'W,IGUAL,1
260,confresa,Confresa-A918,Confresa,A918,-10.639518,-51.571456,233 ,71,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CONFRESA/MT,237.00,10°39'S,51°34'W,IGUAL,1
261,cotriguacu,Cotriguaçu-A919,Cotriguaçu,A919,-9.906296,-58.572235,265 ,72,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE COTRIGUAÇÚ/MT,261.00,09°54'S,58°34'W,IGUAL,1
262,cuiaba,Cuiabá-A901,Cuiabá,A901,-15.559295,-56.062951,242 ,55,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CUIABÁ/MT,151.34,15°37'S,56°06'W,IGUAL,1
263,gaucha-do-norte,Gaucha do Norte-A930,Gaucha do Norte,A930,-13.184857,-53.257366,376 ,81,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE GAUCHA DO NORTE/MT,379.00,13°11'S,53°15'W,IGUAL,1
264,guaranta-do-norte,Guarantã do Norte-A906,Guarantã do Norte,A906,-9.952594,-54.897834,284 ,60,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE GUARANTÃ DO NORTE/MT,320.00,09°57'S,54°53'W,IGUAL,1
265,guiratinga,Guiratinga-A932,Guiratinga,A932,-16.341587,-53.766089,525 ,83,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE GUIRATINGA/MT,526.00,16°20'S,53°45'W,IGUAL,1
266,itiquira,Itiquira-A933,Itiquira,A933,-17.175051,-54.501690,593 ,84,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE ITIQUIRA/MT,585.00,17°10'S,54°30'W,IGUAL,1
267,juara,Juara-A914,Juara,A914,-11.280158,-57.526641,263 ,67,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE JUARA/MT,260.00,11°16'S,57°31'W,IGUAL,1
268,juina,Juína-A920,Juína,A920,-11.375126,-58.774785,365 ,73,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE JUÍNA/MT,200.00,11°22'S,58°43'W,IGUAL,1
269,nova-maringa,Nova Maringá-A928,Nova Maringá,A928,-13.038642,-57.092201,334 ,79,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE NOVA MARINGA/MT,353.00,13°02'S,57°05'W,IGUAL,1
270,nova-ubirata,Nova Ubiratã-A929,Nova Ubiratã,A929,-13.411105,-54.752144,466 ,80,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE NOVA UBIRATÃ/MT,518.00,13°24'S,54°45'W,IGUAL,1
271,novo-mundo,Novo Mundo-A927,Novo Mundo,A927,-12.521901,-58.231401,426 ,78,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE NOVO MUNDO/MT,431.00,12°31'S,58°13'W,IGUAL,1
272,paranatinga,Paranatinga-A915,Paranatinga,A915,-14.421492,-54.036055,477 ,68,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE PARANATINGA/MT,474.00,14°25'S,54°02'W,IGUAL,1
273,pontes-e-lacerda,Pontes e Lacerda-A937,Pontes e Lacerda,A937,-15.234582,-59.346215,273 ,88,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE PONTES E LACERDA/MT,256.00,15°15'S,59°20'W,IGUAL,1
274,porto-estrela,Porto Estrela-A935,Porto Estrela,A935,-15.324728,-57.225845,148 ,86,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE PORTO ESTRELA/MT,145.00,15°21'S,57°13'W,IGUAL,1
276,querencia,Querência-A916,Querência,A916,-12.627315,-52.220891,361 ,69,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE QUERÊNCIA/MT,382.00,12°37'S,52°13'W,IGUAL,1
277,rondonopolis,Rondonópolis-A907,Rondonópolis,A907,-16.462419,-54.580151,290 ,61,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE RONDONÓPOLIS/MT,284.00,16°27'S,54°34'W,IGUAL,1
278,salto-do-ceu,Salto do Céu-A936,Salto do Céu,A936,-15.124811,-58.127092,301 ,87,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SALTO DO CEU/MT,303.00,15°08'S,58°06'W,IGUAL,1
283,sinop,Sinop-A917,Sinop,A917,-11.982245,-55.565993,367 ,70,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SINOP/MT,371.00,11°58'S,55°33'W,IGUAL,1
284,sorriso,Sorriso-A904,Sorriso,A904,-12.555107,-55.722863,379 ,58,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SORRISO/MT,380.00,12°33'S,55°43'W,IGUAL,1
285,tangara-da-serra,Tangará da Serra-A902,Tangará da Serra,A902,-14.650117,-57.431556,440 ,56,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE TANGARÁ DA SERRA/MT,321.50,14°39'S,57°25'W,IGUAL,1
287,belem,Belém-A201,Belém,A201,-1.411228,-48.439512,21 ,254,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE BELÉM/PA,24.00,01°24'S,48°26'W,IGUAL,1
288,braganca,Bragança-A226,Bragança,A226,-1.047258,-46.785790,41 ,263,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE BRAGANÇA/PA,33.00,01°04'S,46°46'W,IGUAL,1
290,cameta,Cametá-A236,Cametá,A236,-2.239653,-49.499827,10 ,272,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CAMETÁ/PA,22.00,02°14'S,49°29'W,IGUAL,1
291,capitao-poco,Capitão Poço-A248,Capitão Poço,A248,-1.734766,-47.057500,79 ,278,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CAPITAO POÇO/PA,81.00,01°44'S,47°03'W,IGUAL,1
292,castanhal,Castanhal-A202,Castanhal,A202,-1.300875,-47.947967,47 ,255,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CASTANHAL/PA,65.00,01°18'S,47°55'W,IGUAL,1
294,itaituba,Itaituba-A231,Itaituba,A231,-4.276978,-55.993087,24 ,267,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE ITAITUBA/PA,131.00,04°16'S,55°59'W,IGUAL,1
295,maraba,Marabá-A240,Marabá,A240,-5.366447,-49.051166,117 ,274,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE MARABA/PA,116.00,05°10'S,49°22'W,IGUAL,1
296,medicilandia,Medicilandia-A209,Medicilandia,A209,-3.510943,-52.963450,252 ,256,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE MEDICILANDIA/PA,251.00,03°30'S,52°57'W,IGUAL,1
298,monte-alegre,Monte Alegre-A239,Monte Alegre,A239,-2.000054,-54.076479,101 ,273,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE MONTE ALEGRE/PA,96.00,02°00'S,54°04'W,IGUAL,1
