id-ditc,nome-slug,nome-antes,nome,cod,lat,lon,alt,id,name-original,elevação,lat_dms,lon_dms,Igualdade,FuzzySet
299,novo-repartimento,Novo Repartimento-A235,Novo Repartimento,A235,-4.243989,-49.939308,101 ,271,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE NOVO REPARTIMENTO/PA,113.00,04°15'S,49°55'W,IGUAL,1
300,obidos,Óbidos-A232,Óbidos,A232,-1.880789,-55.519856,90 ,268,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE ÓBIDOS/PA,96.00,05°21'S,49°07'W,IGUAL,1
301,pacaja,Pacajá-A210,Pacajá,A210,-3.843701,-50.638098,89 ,257,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE PACAJÁ/PA,108.00,03°50'S,50°38'W,IGUAL,1
302,paragominas,Paragominas-A212,Paragominas,A212,-2.990361,-47.407833,113 ,259,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE PARAGOMINAS/PA,101.00,03°00'S,47°20'W,IGUAL,1
303,placas,Placas-A211,Placas,A211,-3.864040,-54.216416,100 ,258,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE PLACAS/PA,96.00,03°52'S,54°14'W,IGUAL,1
304,rondon-do-para,Rondon do Pará-A214,Rondon do Pará,A214,-4.827501,-48.173556,203 ,261,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE RONDON DO PARÁ/PA,221.00,04°47'S,48°04'W,IGUAL,1
305,salinopolis,Salinópolis-A215,Salinópolis,A215,-0.618884,-47.356596,23 ,262,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SALINÓPOLIS/PA,21.00,00°37'S,47°21'W,IGUAL,1
306,santana-do-araguaia,Santana do Araguaia-A233,Santana do Araguaia,A233,-9.338611,-50.35028,177 ,269,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SANTANA DO ARAGUAIA/PA,168.00,09°20'S,50°21'W,IGUAL,1
307,santarem,Santarém-A250,Santarém,A250,-2.502572,-54.720279,137 ,279,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SANTARÉM/PA,137.00,02°50'S,54°72'W,IGUAL,1
309,serra-dos-carajas,Serra dos Carajás-A230,Serra dos Carajás,A230,-6.077427,-50.142265,707 ,266,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SERRA DOS CARAJÁS/PA,719.00,06°04'S,50°08'W,IGUAL,1
310,soure,Soure-A227,Soure,A227,-0.727827,-48.515795,13 ,264,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SOURE/PA,11.00,00°48'S,48°30'W,IGUAL,1
311,tome-acu,Tomé Açu-A213,Tomé Açu,A213,-2.592606,-48.360585,43 ,260,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE TOMÉ AÇU/PA,38.00,02°24'S,48°09'W,IGUAL,1
312,tucuma,Tucumã-A234,Tucumã,A234,-6.743208,-51.141899,321 ,270,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE TUCUMA/PA,302.00,06°44'S,51°08'W,IGUAL,1
313,tucurui,Tucuruí-A229,Tucuruí,A229,-3.822760,-49.674956,138 ,265,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE TUCURUÍ/PA,148.00,03°49'S,49°40'W,IGUAL,1
314,xinguara,Xinguara-A247,Xinguara,A247,-7.110518,-49.926072,245 ,277,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE XINGUARA/PA,245.00,07°06'S,49°92'W,IGUAL,1
315,areia,Areia-A310,Areia,A310,-6.975451,-35.718128,573 ,174,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE AREIA/PB,574.62,06°58'S,35°41'W,IGUAL,1
316,cabaceiras,Cabaceiras-A348,Cabaceiras,A348,-7.483206,-36.286469,392 ,180,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CABACEIRAS/PB,436.00,07°29'S,36°17'W,IGUAL,1
317,camaratuba,Camaratuba-A352,Camaratuba,A352,-6.561813,-35.135316,136 ,181,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CAMARATUBA/PB,136.00,06°36'S,35°08'W,IGUAL,1
318,campina-grande,Campina Grande-A313,Campina Grande,A313,-7.225574,-35.904831,546 ,175,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CAMPINA GRANDE/PB,547.56,07°13'S,35°53'W,IGUAL,1
320,joao-pessoa,João Pessoa-A320,João Pessoa,A320,-7.165409,-34.815627,34 ,176,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE JOÃO PESSOA/PB,44.00,07°08'S,34°51'W,IGUAL,1
321,monteiro,Monteiro-A334,Monteiro,A334,-7.894465,-37.124704,606 ,179,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE MONTEIRO/PB,603.66,07°53'S,37°06'W,IGUAL,1
322,patos,Patos-A321,Patos,A321,-7.079836,-37.272817,264 ,177,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE PATOS/PB,249.00,07°04'S,37°16'W,IGUAL,1
323,sao-goncalo,São Gonçalo-A333,São Gonçalo,A333,-6.835777,-38.311583,237 ,178,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SÃO GONÇALO/PB,233.06,06°45'S,38°13'W,IGUAL,1
324,arco-verde,Arco Verde-A309,Arco Verde,A309,-8.433544,-37.055477,684 ,184,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE ARCO VERDE/PE,680.70,08°26'S,37°03'W,IGUAL,1
325,cabrobo,Cabrobó-A329,Cabrobó,A329,-8.504000,-39.315280,343 ,187,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CABROBÓ/PE,341.46,08°29'S,39°18'W,IGUAL,1
326,caruaru,Caruaru-A341,Caruaru,A341,-8.236069,-35.985550,570 ,188,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CARUARU/PE,550.00,08°17'S,35°57'W,IGUAL,1
327,floresta,Floresta-A351,Floresta,A351,-8.598785,-38.584062,327 ,191,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE FLORESTA/PE,329.00,08°36'S,38°35'W,IGUAL,1
328,garanhuns,Garanhuns-A322,Garanhuns,A322,-8.910950,-36.493381,828 ,185,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE GARANHUNS/PE,822.76,08°54'S,36°29'W,IGUAL,1
329,ibimirim,Ibimirim-A349,Ibimirim,A349,-8.509552,-37.711591,434 ,189,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE IBIMIRIM/PE,448.00,08°30'S,37°42'W,IGUAL,1
330,ouricuri,Ouricuri-A366,Ouricuri,A366,-7.885833,-40.102683,458 ,193,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE OURICURI/PE,464.00,07°53'S,40°06'W,IGUAL,1
331,palmares,Palmares-A357,Palmares,A357,-8.666667,-35.567921,164 ,192,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE PALMARES/PE,180.00,08°39'S,35°34'W,IGUAL,1
332,petrolina,Petrolina-A307,Petrolina,A307,-9.388323,-40.523262,373 ,183,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE PETROLINA/PE,370.46,09°23'S,40°29'W,IGUAL,1
333,recife,Recife-A301,Recife,A301,-8.059280,-34.959239,11 ,182,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE RECIFE/PE,10.00,08°03'S,34°57'W,IGUAL,1
335,serra-talhada,Serra Talhada-A350,Serra Talhada,A350,-7.954277,-38.295082,499 ,190,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SERRA TALHADA/PE,461.00,07°57'S,38°17'W,IGUAL,1
336,surubim,Surubim-A328,Surubim,A328,-7.839628,-35.801056,421 ,186,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SURUBIM/PE,418.32,07°50'S,35°45'W,IGUAL,1
337,alvorada-do-gurgueia,Alvorada do Gurguéia-A336,Alvorada do Gurguéia,A336,-8.441598,-43.865443,261 ,201,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE ALVORADA DO GURGUÉIA/PI,270.00,08°26'S,43°51'W,IGUAL,1
338,bom-jesus-do-piaui,Bom Jesus do Piauí-A326,Bom Jesus do Piauí,A326,-9.083251,-44.326470,296 ,197,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE BOM JESUS DO PIAUI/PI,331.00,09°05'S,44°19'W,IGUAL,1
339,canto-do-buriti,Canto do Buriti-A365,Canto do Buriti,A365,-8.117939,-42.975721,312 ,212,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CANTO DO BURITI/PI,308.00,08°07'S,42°58'W,IGUAL,1
340,caracol,Caracol-A337,Caracol,A337,-9.285880,-43.324438,515 ,202,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CARACOL/PI,523.00,09°17'S,43°19'W,IGUAL,1
341,castelo-do-piaui,Castelo do Piauí-A361,Castelo do Piauí,A361,-5.349228,-41.512274,269 ,208,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CASTELO DO PIAUÍ/PI,286.00,05°20'S,41°30'W,IGUAL,1
342,esperantina,Esperantina-A338,Esperantina,A338,-3.899365,-42.259483,88 ,203,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE ESPERANTINA/PI,65.00,03°54'S,42°14'W,IGUAL,1
343,floriano,Floriano-A311,Floriano,A311,-6.761438,-43.003396,126 ,195,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE FLORIANO/PI,123.27,06°46'S,43°01'W,IGUAL,1
344,gilbues,Gilbués-A364,Gilbués,A364,-9.875196,-45.345805,425 ,211,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE GILBUÉS/PI,425.00,09°52'S,45°20'W,IGUAL,1
345,oeiras,Oeiras-A354,Oeiras,A354,-6.974135,-42.146831,154 ,207,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE OEIRAS/PI,156.00,06°58'S,42°08'W,IGUAL,1
346,parnaiba,Parnaíba-A308,Parnaíba,A308,-3.086656,-41.783139,52 ,194,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE PARNAÍBA/PI,79.50,03°05'S,41°47'W,IGUAL,1
347,paulistana,Paulistana-A330,Paulistana,A330,-8.132288,-41.142945,376 ,198,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE PAULISTANA/PI,374.22,08°04'S,41°04'W,IGUAL,1
348,picos,Picos-A343,Picos,A343,-7.071016,-41.404042,233 ,204,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE PICOS/PI,233.00,07°04'S,41°24'W,IGUAL,1
349,piripiri,Piripiri-A335,Piripiri,A335,-4.276047,-41.794568,158 ,200,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE PIRIPIRI/PI,161.20,04°15'S,41°46'W,IGUAL,1
350,sao-joao-do-piaui,São João do Piauí-A331,São João do Piauí,A331,-8.364977,-42.250369,237 ,199,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SÃO JOÃO DO PIAUÍ/PI,235.00,08°21'S,42°15'W,IGUAL,1
351,sao-pedro-do-piaui,São Pedro do Piaui-A362,São Pedro do Piaui,A362,-5.911033,-42.718729,296 ,209,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SÃO PEDRO DO PIAUÍ/PI,287.00,05°54'S,42°43'W,IGUAL,1
353,teresina,Teresina-A312,Teresina,A312,-5.034769,-42.801341,75 ,196,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE TERESINA/PI,74.36,05°04'S,42°48'W,IGUAL,1
354,urucui,Uruçui-A346,Uruçui,A346,-7.441420,-44.345055,399 ,206,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE URUÇUI/PI,393.00,07°28'S,44°20'W,IGUAL,1
355,valenca-do-piaui,Valença do Piauí-A363,Valença do Piauí,A363,-6.399274,-41.739953,313 ,210,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE VALENÇA DO PIAUÍ/PI,301.00,06°23'S,41°44'W,IGUAL,1
357,castro,Castro-A819,Castro,A819,-24.786954,-49.999266,994 ,426,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CASTRO/PR,1007.76,24°47'S,49°59'W,IGUAL,1
358,cidade-gaucha,Cidade Gaúcha-A869,Cidade Gaúcha,A869,-23.359156,-52.931912,366 ,441,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CIDADE GAÚCHA/PR,381.00,23°22'S,52°55'W,IGUAL,1
359,clevelandia,Clevelândia-A876,Clevelândia,A876,-26.417200,-52.348741,966 ,447,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CLEVELANDIA/PR,980.00,26°25'S,52°20'W,IGUAL,1
361,curitiba,Curitiba-A807,Curitiba,A807,-25.448688,-49.230602,923 ,424,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CURITIBA/PR,923.50,25°26'S,49°13'W,IGUAL,1
362,diamante-do-norte,Diamante do Norte-A849,Diamante do Norte,A849,-22.639366,-52.890156,368 ,438,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE DIAMANTE DO NORTE/PR,362.00,22°38'S,52°53'W,IGUAL,1
363,dois-vizinhos,Dois Vizinhos-A843,Dois Vizinhos,A843,-25.699063,-53.095273,546 ,435,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE DOIS VIZINHOS/PR,520.00,25°41'S,53°05'W,IGUAL,1
364,foz-do-iguacu,Foz do Iguaçu-A846,Foz do Iguaçu,A846,-25.601834,-54.483065,235 ,436,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE FOZ DO IGUAÇU/PR,321.00,25°36'S,54°29'W,IGUAL,1
366,icaraima,Icaraíma-A824,Icaraíma,A824,-23.390380,-53.635933,381 ,431,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE ICARAÍMA/PR,385.00,23°23'S,53°38'W,IGUAL,1
367,ilha-do-mel,Ilha do Mel-A847,Ilha do Mel,A847,-25.494522,-48.326041,4 ,437,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE ILHA DO MEL/PR,1.00,25°29'S,48°19'W,IGUAL,1
368,inacio-martins,Inácio Martins-A823,Inácio Martins,A823,-25.567879,-51.077946,1.209 ,430,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE INÁCIO MARTINS/PR,1260.00,25°33'S,51°05'W,IGUAL,1
369,ivai,Ivaí-A818,Ivaí,A818,-25.010757,-50.853853,804 ,425,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE IVAÍ/PR,808.00,25°00'S,50°51'W,IGUAL,1
370,japira,Japira-A871,Japira,A871,-23.773341,-50.180570,693 ,442,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE JAPIRA/PR,930.00,23°46'S,50°10'W,IGUAL,1
371,joaquim-tavora,Joaquim Távora-A821,Joaquim Távora,A821,-23.505266,-49.946387,513 ,428,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE JOAQUIM TÁVORA/PR,522.00,23°30'S,49°56'W,IGUAL,1
374,maringa,Maringá-A835,Maringá,A835,-23.405357,-51.932828,549 ,433,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE MARINGA/PR,542.00,23°24'S,51°55'W,IGUAL,1
375,morretes,Morretes-A873,Morretes,A873,-25.508935,-48.808681,50 ,444,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE MORRETES/PR,59.00,25°30'S,48°48'W,IGUAL,1
376,nova-fatima,Nova Fátima-A842,Nova Fátima,A842,-23.415284,-50.577744,664 ,434,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE NOVA FÁTIMA/PR,668.00,23°24'S,50°34'W,IGUAL,1
377,nova-tebas,Nova Tebas-A822,Nova Tebas,A822,-24.437346,-51.963020,656 ,429,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE NOVA TEBAS/PR,654.00,24°26'S,51°57'W,IGUAL,1
378,paranapoema,Paranapoema-A850,Paranapoema,A850,-22.658273,-52.134526,309 ,439,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE PARANAPOEMA/PR,311.00,22°39'S,52°08'W,IGUAL,1
379,planalto,Planalto-A855,Planalto,A855,-25.721863,-53.747920,399 ,440,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE PLANALTO/PR,398.00,25°43'S,53°44'W,IGUAL,1
380,sao-mateus-do-sul,São Mateus do Sul-A874,São Mateus do Sul,A874,-25.835604,-50.368994,780 ,445,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SÃO MATEUS DO SUL/PR,788.00,25°50'S,50°22'W,IGUAL,1
381,ventania,Ventania-A872,Ventania,A872,-24.280394,-50.210150,1.093 ,443,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE VENTANIA/PR,1106.00,24°16'S,50°12'W,IGUAL,1
383,arraial-do-cabo,Arraial do Cabo-A606,Arraial do Cabo,A606,-22.975468,-42.021450,3 ,375,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE ARRAIAL DO CABO/RJ,4.00,22°58'S,42°00'W,IGUAL,1
384,cambuci,Cambuci-A604,Cambuci,A604,-21.587729,-41.958327,60 ,374,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CAMBUCÍ/RJ,35.00,21°34'S,41°57'W,IGUAL,1
386,campos,Campos - São Tomé-A620,Campos , São Tomé,-22.041647,-41.051871,7 ,376,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CAMPOS/RJ,25.00,21°42'S,41°21'W,IGUAL,1
389,macae,Macaé-A608,Macaé,A608,-22.376318,-41.812053,25 ,377,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE MACAÉ/RJ,32.00,22°23'S,41°49'W,IGUAL,1
390,nova-friburgo,Nova Friburgo-Salinas-A624,Nova Friburgo,Salinas,-22.334839,-42.676932,1.065 ,385,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE NOVA FRIBURGO/RJ,1046.00,22°19'S,42°40'W,IGUAL,1
393,resende,Resende-A609,Resende,A609,-22.450924,-44.444786,439 ,378,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE RESENDE/RJ,439.89,22°27'S,44°27'W,IGUAL,1
399,saquarema,Saquarema - Sampaio Correia-A667,Saquarema , Sampaio Correia,-22.871321,-42.609219,26 ,391,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SAQUAREMA/RJ,16.00,22°87'S,42°60'W,IGUAL,1
401,silva-jardim,Silva Jardim-A659,Silva Jardim,A659,-22.645911,-42.415775,19 ,390,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SILVA JARDIM/RJ,19.00,22°64'S,42°41'W,IGUAL,1
402,teresopolis,Teresópolis - Parque Nacional-A618,Teresópolis , Parque Nacional,-22.448922,-42.987146,991 ,381,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE TERESÓPOLIS/RJ,980.00,22°26'S,42°59'W,IGUAL,1
403,tres-rios,Três Rios-A625,Três Rios,A625,-22.098391,-43.208574,305 ,386,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE TRÊS RIOS /RJ,305.00,22°09'S,43°20'W,IGUAL,1
405,apodi,Apodi-A340,Apodi,A340,-5.626559,-37.814991,131 ,217,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE APODI/RN,150.00,05°40'S,37°47'W,IGUAL,1
406,caico,Caicó-A316,Caicó,A316,-6.467474,-37.084931,171 ,214,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CAICÓ/RN,169.85,06°27'S,37°05'W,IGUAL,1
407,calcanhar,Calcanhar-A344,Calcanhar,A344,-5.159925,-35.487616,10 ,218,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CALCANHAR/RN,17.00,05°09'S,35°27'W,IGUAL,1
409,macau,Macau-A317,Macau,A317,-5.151035,-36.573142,17 ,215,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE MACAU/RN,3.43,05°07'S,36°46'W,IGUAL,1
410,mossoro,Mossoró-A318,Mossoró,A318,-4.904087,-37.366943,29 ,216,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE MOSSORÓ/RN,36.00,05°12'S,37°18'W,IGUAL,1
411,natal,Natal-A304,Natal,A304,-5.837187,-35.207921,47 ,213,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE NATAL/RN,48.60,05°54'S,35°12'W,IGUAL,1
412,santa-cruz,Santa Cruz-A367,Santa Cruz,A367,-6.227922,-36.026587,227 ,219,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SANTA CRUZ/RN,237.00,06°13'S,36°01'W,IGUAL,1
413,ariquemes,Ariquemes-A940,Ariquemes,A940,-9.949001,-62.961873,128 ,283,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE ARIQUEMES/RO,140.00,09°56'S,62°57'W,IGUAL,1
414,cacoal,Cacoal-A939,Cacoal,A939,-11.445837,-61.434146,184 ,282,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CACOAL/RO,210.00,11°26'S,61°26'W,IGUAL,1
415,porto-velho,Porto Velho-A925,Porto Velho,A925,-8.793662,-63.845931,87 ,280,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE PORTO VELHO/RO,95.00,08°45'S,63°28'W,IGUAL,1
416,vilhena,Vilhena-A938,Vilhena,A938,-12.734862,-60.157784,583 ,281,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE VILHENA/RO,590.00,12°44'S,60°09'W,IGUAL,1
417,boa-vista,Boa Vista-A135,Boa Vista,A135,2.816897,-60.690821,82 ,284,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE BOA VISTA/RR,94.00,2°49'N,60°41'W,IGUAL,1
418,alegrete,Alegrete-A826,Alegrete,A826,-29.709083,-55.525486,121 ,459,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE ALEGRETE/RS,121.00,29°42'S,55°31'W,IGUAL,1
419,bage,Bagé-A827,Bagé,A827,-31.347801,-54.013292,226 ,460,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE BAGÉ/RS,230.00,31°20'S,54°00'W,IGUAL,1
420,bento-goncalves,Bento Gonçalves-A840,Bento Gonçalves,A840,-29.164581,-51.534202,623 ,472,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE BENTO GONÇALVES/RS,640.00,29°10'S,51°32'W,IGUAL,1
421,cacapava-do-sul,Caçapava do Sul-A812,Caçapava do Sul,A812,-30.545317,-53.467050,421 ,457,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CAÇAPAVA DO SUL/RS,420.00,30°32'S,53°28'W,IGUAL,1
422,camaqua,Camaquã-A838,Camaquã,A838,-30.807953,-51.834240,92 ,470,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CAMAQUÃ/RS,90.66,30°48'S,51°50'W,IGUAL,1
424,campo-bom,Campo Bom-A884,Campo Bom,A884,-29.674293,-51.064042,23 ,484,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CAMPO BOM/RS,24.00,29°40'S,51°03'W,IGUAL,1
425,canela,Canela-A879,Canela,A879,-29.368788,-50.827231,831 ,479,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CANELA/RS,830.00,29°22'S,50°49'W,IGUAL,1
426,cangucu,Canguçu-A811,Canguçu,A811,-31.403299,-52.700699,447 ,456,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CANGUÇU/RS,464.00,31°24'S,52°42'W,IGUAL,1
427,cruz-alta,Cruz Alta-A853,Cruz Alta,A853,-28.603440,-53.673597,427 ,475,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CRUZ ALTA/RS,432.00,28°36'S,53°40'W,IGUAL,1
428,dom-pedrito,Dom Pedrito-A881,Dom Pedrito,A881,-30.992475,-54.815270,157 ,481,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE DOM PEDRITO/RS,170.00,30°59'S,53°48'W,IGUAL,1
429,erechim,Erechim-A828,Erechim,A828,-27.657710,-52.305805,777 ,461,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE ERECHIM/RS,765.00,27°39'S,52°18'W,IGUAL,1
430,frederico-westphalen,Frederico Westphalen-A854,Frederico Westphalen,A854,-27.395686,-53.429421,489 ,476,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE FREDERICO WESTPHALEN/RS,490.00,27°23'S,53°24'W,IGUAL,1
431,ibiruba,Ibirubá-A883,Ibirubá,A883,-28.653458,-53.111881,455 ,483,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE IBIRUBA/RS,456.00,28°39'S,53°06'W,IGUAL,1
432,jaguarao,Jaguarão-A836,Jaguarão,A836,-32.534825,-53.375860,31 ,468,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE JAGUARÃO/RS,47.00,32°33'S,53°22'W,IGUAL,1
434,mostardas,Mostardas-A878,Mostardas,A878,-31.248279,-50.906279,4 ,478,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE MOSTARDAS/RS,10.00,31°14'S,50°54'W,IGUAL,1
436,passo-fundo,Passo Fundo-A839,Passo Fundo,A839,-28.226805,-52.403582,681 ,471,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE PASSO FUNDO/RS,684.05,28°13'S,52°24'W,IGUAL,1
437,porto-alegre,Porto Alegre-A801,Porto Alegre,A801,-30.053536,-51.174766,41 ,448,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE PORTO ALEGRE/RS,46.97,30°03'S,51°10'W,IGUAL,1
438,quarai,Quaraí-A831,Quaraí,A831,-30.368578,-56.437115,113 ,464,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE QUARAI/RS,124.00,30°22'S,56°26'W,IGUAL,1
439,rio-grande,Rio Grande-A802,Rio Grande,A802,-32.078780,-52.167738,5 ,449,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE RIO GRANDE/RS,2.46,32°01'S,52°06'W,IGUAL,1
440,rio-pardo,Rio Pardo-A813,Rio Pardo,A813,-29.872113,-52.381980,107 ,458,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE RIO PARDO/RS,111.00,29°52'S,52°22'W,IGUAL,1
441,santa-maria,Santa Maria-A803,Santa Maria,A803,-29.724960,-53.720469,103 ,450,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SANTA MARIA/RS,95.00,29°42'S,53°42'W,IGUAL,1
443,santa-rosa,Santa Rosa-A810,Santa Rosa,A810,-27.890463,-54.480014,273 ,455,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SANTA ROSA/RS,276.00,27°53'S,54°28'W,IGUAL,1
445,santiago,Santiago-A833,Santiago,A833,-29.191599,-54.885653,390 ,466,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SANTIAGO/RS,394.00,29°11'S,54°53'W,IGUAL,1
447,sao-borja,São Borja-A830,São Borja,A830,-28.650092,-56.016291,81 ,463,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SÃO BORJA/RS,83.00,28°38'S,56°00'W,IGUAL,1
448,sao-gabriel,São Gabriel-A832,São Gabriel,A832,-30.341438,-54.310909,115 ,465,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SÃO GABRIEL/RS,126.00,30°20'S,54°19'W,IGUAL,1
451,sao-vicente-do-sul,São Vicente do Sul-A889,São Vicente do Sul,A889,-29.702111,-54.694319,134 ,486,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SÃO VICENTE DO SUL/RS,134.00,29°70'S,54°69'W,IGUAL,1
452,serafina-correa,Serafina Corrêa-A894,Serafina Corrêa,A894,-28.704806,-51.870751,545 ,487,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SERAFINA CORREA/RS,134.00,29°70'S,54°69'W,IGUAL,1
453,soledade,Soledade-A837,Soledade,A837,-28.859211,-52.542387,660 ,469,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SOLEDADE/RS,667.00,28°51'S,52°33'W,IGUAL,1
